filename,Acoustic_Complexity_Index__main_value,Acoustic_Complexity_Index__min,Acoustic_Complexity_Index__max,Acoustic_Complexity_Index__mean,Acoustic_Complexity_Index__median,Acoustic_Complexity_Index__std,Acoustic_Complexity_Index__var,Acoustic_Diversity_Index__main_value,Acoustic_Evenness_Index__main_value,Bio_acoustic_Index__main_value,Normalized_Difference_Sound_Index__main_value,RMS_energy__min,RMS_energy__max,RMS_energy__mean,RMS_energy__median,RMS_energy__std,RMS_energy__var,Spectral_centroid__min,Spectral_centroid__max,Spectral_centroid__mean,Spectral_centroid__median,Spectral_centroid__std,Spectral_centroid__var,Spectral_Entropy__main_value,Temporal_Entropy__main_value,ZCR__min,ZCR__max,ZCR__mean,ZCR__median,ZCR__std,ZCR__var,Wave_SNR__SNR,Wave_SNR__Acoustic_activity,Wave_SNR__Count_acoustic_events,Wave_SNR__Average_duration,NB_peaks__main_value,Acoustic_Diversity_Index_NR__main_value,Acoustic_Evenness_Index_NR__main_value,Bio_acoustic_Index_NR__main_value,Spectral_Entropy_NR__main_value
Beach.1.01.wav,1203.9836618233157,149.19692978096427,151.5965439412128,150.49795772791447,150.47398026004853,0.6285635895219415,0.3950921860727077,1.7178129057647271,0.5162612981795938,8.207042461733986,-0.7384922094980506,0.0029978724603254322,0.016093950236718647,0.006237912818073267,0.006099122419393798,0.0012111535679708955,1.4668929652086307e-06,1388.1303901175424,4583.044939295055,2158.9107488341624,2116.664416650253,321.4201134679541,103310.88934175247,0.6842504966325172,0.9901106683345975,0.013671875,0.095703125,0.038508259434591276,0.037109375,0.009131216007508132,8.337910577577276e-05,7.496718941033272,0.06586666666666667,198,nan,1,1.7094452626047458,0.5415440988059246,6.703891969366986,0.675056558610213
